URL,Label
http://www.michelgarant.ca/~real700p/support.update.your.information.account/signup/account/,malicious
lcc-orlando.org/,safe
fashionmodeldirectory.com/designers/walter-plunkett/,safe
linuxquestions.org/hcl/showproduct.php/product/3380/cat/all,safe
https://mitsui-jyuku.mixh.jp/uploads/54N8Mk0.exe,malicious
http://www.fagnaniebertagnoli.it/IMPIANTI-GAS-METANO/ag.html,malicious
mylife.com/barton19802962d,safe
sanchezcurrency.com,malicious
4shared.com/video/FhKZZk2N/Bieber_Selena_Gomez_Kiss_Or_Ju.htm,safe
http://www.feuerwehr-werl.de/index.php?option=com_reports2&view=show&Itemid=27&id=585&Monat=0&department=0&data=0&all=,malicious
http://www.christtheservant.com/index.php?option=com_content&view=article&id=110&Itemid=86,malicious
manta.com/c/mmlm7jt/robert-layton-office,safe
http://www.disline.es/videoguias.html?task=generatersslinks,malicious
http://199.83.204.29:40534/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1,malicious
http://dotstersupporteam.com/webscr/?cmd=_login-submitdispatch=5885d80a13c0db1f8e263663d3faee8d0b7e678a25d883,malicious
https://hollywoodlife.com/2015/05/13/tyga-kylie-jenner-engaged-secretly-wedding-plans-report/,safe
spokeo.com/Gabriel+Ramon,safe
http://desdeelamor.com/wp-includes/SimplePie/Parse/hd/demx/index.php,malicious
city-data.com/city/Spring-Valley-Ohio.html,safe
http://www.toscanagroup.it/index.php?option=com_content&view=article&id=98&Itemid=113&lang=it,malicious
montrealexiles.com/,safe
http://sagedecision.com/english/index.php?option=com_content&view=category&layout=blog&id=5&Itemid=11&lang=en,malicious
https://medium.com/@ericbieller/9-lessons-learned-bootstrapping-our-company-raising-1-million-then-pivoting-two-years-later-6e4433963adc?source=has-recommended,safe
magicyellow.com/category/Pet_Supplies/Cook_MN.html,safe
mylife.com/virginiadavislee,safe
spokeo.com/Nathan+Hawkins,safe
http://hiroba.dqx.jp.sq.kdrukv.com/account/app/svc/login.html,malicious
http://fundbook.xyz/ru53332/AOy-ll62hAAA7xoCAFJVFwASALP8Y94A/CorelDraw+22.0.0.412+Crack+With+Keys.exe,malicious
en.wikipedia.org/wiki/Jerry_Garvin,safe
performanceguides.carnegiehall.org/,safe
http://www.tagrijn-emma.nl/index.php?page=shop.browse&category_id=8&option=com_virtuemart&Itemid=3,malicious
http://185.172.110.250/Tuna/Cloud.sh4,malicious
acepilots.com/usn/morris.html,safe
scribd.com/doc/15500023/Slovenia-History-Culture-Outdoors-Chapter,safe
francetravelguide.com/champange-the-drink-of-kings.html,safe
zimbio.com/Kristen+Byrnes,safe
amazon.com/Watery-Grave/dp/B00485L3S6,safe
http://mic.com/articles/117386/something-truly-unfunny-happened-when-you-googled-the-word-joke,safe
http://indianexpress.com/article/world/neighbours/avalanches-hit-nepal-again-rescue-workers-forced-to-call-off-search/,safe
freebase.com/view/en/hbo_films,safe
answers.com/topic/whitaker,safe
mylife.com/bkraft2,safe
acanadianfamily.com/2011/01/25/history-of-kahnawake-links-to-biographical-info-pt-i-a-c-a-canadian-family/,safe
http://www.persianp.ir/index.php?option=com_user&view=remind,malicious
nhusd.k12.ca.us/,safe
http://45.154.1.150/beastmode/b3astmode.arm6,malicious
"http://moustoir-ac.fr/component/option,com_eventlist/format,feed/type,rss/view,eventlist/index.html",malicious
en.wikipedia.org/wiki/2010_Spokane_Shock_season,safe
http://138.68.31.138/.yuhh.mipsel,malicious
hockeygear.com/icehockey.html,safe
genforum.genealogy.com/cloutier/all.html,safe
support-rakutencard.com,malicious
mp3raid.com/music/ant_banks.html,safe
http://diply.com/different-solutions/grad-caps-funny-university-graduation/124872/2,safe
http://142.11.219.41/bins/blxntz.m68k,malicious
http://ekenefb34518maketer.duckdns.org/uploud/5bab0b1d864615bab0b1d864b3/wj1_encrypted_957CC0.bin,malicious
debbiewoodsyoga.com,malicious
metacritic.com/redirectcritic?m=catchafire,safe
usmessageboard.com/europe/129428-belgium-and-the-internal-conflict-that-doesnt-end.html,safe
tools.ietf.org/html/rfc309,malicious
baseball-fever.com/showthread.php?72217-Expos-Theme,safe
allison-valenzuela.suite101.com/california-state-railroad-museum-a206532,safe
davidalpert.com/,safe
http://kenh14.vn/suc-khoe-gioi-tinh/bai-tap-giam-can-7-phut-danh-cho-nguoi-ban-ron-20150429110650929.chn,safe
pnc.com-inet-truememberent-iscaddetour.newchapterpsychology.com.au,malicious
indianyellowpages.com/support/international-airports-directory/airports-in-africa.htm,safe
abassguitar.com/,safe
southmemphis38126.org,malicious
https://mitsui-jyuku.mixh.jp/uploads/364d4fe8115bf6b56a9f2357e2c9e699c5.exe,malicious
https://onedrive.live.com/download?cid=1C14977B48A91558&resid=1C14977B48A91558!8182&authkey=AAUTw8TVZXr5v3A,malicious
www.bl.uk/collections/early/victorian/intro.html,malicious
jackfroese.com/,safe
http://www.apexsruveyors.com/date/eat.png,malicious
openfreecheckingaccount.com/,safe
http://www.apostlescampingpark.com.au/index.php?option=com_content&view=article&id=67&Itemid=85,malicious
https://trbetasusgiris.blogspot.com/,malicious
donsdepot.donrossgroup.net/dr2229.htm,safe
https://housing.com/in/mumbai/new-projects/85-krishna-residences-by-vijay-khetan-group-in-andheri-east,safe
http://www.clinicaprieto.com/cirugia-oral,malicious
scribd.com/doc/54098349/The-Augmented-reality-Handbook-Everything-you-need-to-know-about-Augmented-reality,safe
boards.ancestry.com/thread.aspx?mv=flat&m=16675&p=localities.northam.usa.states.texas.unknown,safe
absoluteastronomy.com/topics/Jimmy_Garvin,safe
basketball.wikia.com/wiki/National_Invitation_Tournament,safe
http://eden-tech.com/site/plugins/editors/FORM-UPDATE-MYBSN.php,malicious
http://serverfault.com/questions/378515/force-to-use-specific-dns-provider-at-network,safe
vgmusic.com/music/console/sony/ps2/index-af.html,safe
freepages.genealogy.rootsweb.ancestry.com/~alanbloor/HartStanley.htm,safe
statsheet.com/mcb/players/player/morgan-state/rasheed-sparks,safe
allstarpics.net/pic-gallery/mira-sorvino-pics.htm,safe
http://www.voile35.com/index.php?option=com_content&view=article&id=52&Itemid=55,malicious
worthpoint.com/worthopedia/1966-philadelphia-gum-rudy-bukich-29-bears-psa,safe
http://mbpanet.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL21icGFuZXQuY29tL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTE0Mzpwb21wb20td2VlZC1hcmVhcyZjYXRpZD0xOmxhdGVzdC1uZXdzJkl0ZW1pZD01MA==,malicious
http://www.designinsideonline.com.au/resources/interior-design-whats-your-style/tropical-environmental-interior-design,malicious
http://www.allsolarflorida.com/index.php/residential-solar-power-systems/solar-hot-water-heaters,malicious
http://www.ada-hotel.com.ba/index.php?option=com_joomgallery&view=gallery&Itemid=56,malicious
drobinsonandassociates.ca/www.paypal.it/webscr.php?cmd=_login-run&amp;dispatch=97e0044d0f60e3c4966df9bd4d8b20f4d8c93ac06497982d8aa196d8948c9acf,safe
twitter.com/couellette13/status/138620175598620672,safe
topix.com/city/new-haven-in,safe
yelp.com/biz/dubois-jean-claude-md-pompano-beach,safe
mathewsoncos.com/,safe
electronichouse.com/article/four_year_old_house_gets_a_v_upgrade/C41,safe
http://www.prefina.it/notizie/notizie-generali.html?layout=default,malicious
amazon.com/Marilyn-Norman-Mailer/dp/0448010291,safe
people.famouswhy.com/tim_haun/,safe
http://162.212.115.58:44775/Mozi.m,malicious
http://squarespace.com/press/2014/5/22/website-building-platform-squarespace-raises-another-40-million,safe
nummlock.000webhostapp.com,malicious
https://thejobnewsupdate.com/wp-content/plugins/wp-auto-spinner/.settings/steinbeck,malicious
http://flowerstobulgaria.org/index.php/en/products-mainmenu-64?page=shop.product_details&category_id=8&flypage=flypage.tpl&product_id=47,malicious
www.prdholdings.com/site-eurofast/,malicious
https://toulousa.com/omg/273EYJSFYHMS.exe,malicious
hockeydb.com/ihdb/stats/pdisplay.php?pid=3583,safe
digparty.com/wiki/Iowa_State_Cyclones_cross_country,safe
starting-points.blogspot.com/2011/05/syrian-president-assad-blows-his.html,safe
chron.com/sports/texans/article/Ex-Tech-linebacker-Zach-Thomas-to-visit-Texans-1538049.php,safe
rottentomatoes.com/celebrity/corey_haim/,safe
http://financialaidtips.com/index.html,malicious
https://drive.google.com/uc?export=download&id=1TNtvH75O1HTQ9OOxBnQ-5De4_0_mXZrt,malicious
www.paypal.it.19430.amezionuk.org/ZXR0b3JlLmdhdHRpQGludGVzYXNhbnBhb2xvLmNvbQ==/login.do,safe
tools.ietf.org/html/rfc2846,malicious
http://managephoenix.com/o/36519,malicious
members.shaw.ca/mplansolutions/,malicious
youtube.com/watch?v=S_nYTeVX5Zg,safe
http://www.envest.com.br/perguntas-e-respostas,malicious
http://142.44.211.179/ppc,malicious
http://mahindra-luminare-gurgaon.co/up/,malicious
http://www.trenker-bestattungen.de/index.php?option=com_adsmanager&page=write_ad&catid=4&Itemid=6,malicious
servitecst.com/Verifed.By.Paypal.Team/39d38c5e5fff3895de74a6d8bfd256e8/login.htm,safe
freeholdnj.homestead.com/MCK.html,safe
martindale.com/Donald-G-Lubin/937525-lawyer.htm,safe
glenpoolonline.com/municipal_government/index.php,safe
http://homesofbr.com/index.php?option=com_properties&view=properties&task=map&aid=20&Itemid=97,malicious
kunalmarketing.com/itm.php,safe
lossless-music.org/download/neros-day-disneyland-attention-shoppers-2005-flac,safe
http://www.graz4u.at/en.html?start=35,malicious
fangraphs.com/statss.aspx?playerid=7645&position=P,safe
http://123.10.171.157:49273/Mozi.m,malicious
volatile.shoesitems.com/,safe
http://www.newtec.ac.uk/courses/child-care/gain-confidence-in-childcare-.html,malicious
http://1-configurazione-supporto-apple.store-contatta.bimabn.com/c/Apple-id/0bbe352017a9301ca3d1c9d5c3103741/,malicious
https://mitsui-jyuku.mixh.jp/uploads/47743fvasea.exe,malicious
linkedin.com/pub/william-halford/21/325/338,safe
www.cs.technion.ac.il/~janos/index.html,malicious
en.wikipedia.org/wiki/Toon_Boom_Animation,safe
www.acme.com/java/software/Acme.JPM.Encoders.GifEncoder.html,malicious
http://theexpertautorepair.com/auto-repair-specials/cat.listevents/2013/01/03/-.html,malicious
http://marnas.info/vendor/circle-flip-slideshow/api.lib.php,malicious
http://www.raci.it/area_fr/prodotti/acquedotto/ventouses.html,malicious
http://hoaphatelectric.com/san-pham/thiet-bi-dien-dan-dung,malicious
guardian.co.uk/film/2011/mar/03/babies-film-review,safe
edendale.typepad.com/weblog/,safe
http://www.skirennlauf.de/index.php?option=com_virtuemart&Itemid=151,malicious
boatdesigns.com/products.asp?dept=436,safe
http://sever-gorod.ru/index.php/2010-08-04-17-11-47/1-svaz/11-2010-08-18-17-17-26,malicious
planning.org/greatplaces/neighborhoods/2009/,safe
baycrossings.com/Archives/2001/11_December/jack_london_square_and_the_oakland_estuary.htm,safe
https://mitsui-jyuku.mixh.jp/uploads/1643fvasea.exe,malicious
http://ecoledecoiffurecarolinelaprise.com/formations/coiffure/112.html,malicious
boards.ancestrylibrary.com/thread.aspx?mv=flat&m=2249&p=localities.northam.usa.states.indiana.counties.marion,safe
cansoc.org/forumdisplay.php?41-FIFA-U-20-World-Cup-Canada-2007,safe
linkedin.com/pub/edward-chen/11/593/29,safe
tigerhorton.com/,safe
http://115.49.78.157:33802/Mozi.m,malicious
http://www.feilonline.com/sejeal.jpg,malicious
en-gb.facebook.com/megan.grey666,safe
grandopening-grandclosing.blogspot.com/,safe
matisslima.com,malicious
123people.co.uk/s/hugh-dan+maclennan,safe
manta.com/c/mtmqdmw/assemblyman-mike-eng,safe
tools.ietf.org/html/rfc2425,malicious
reunion.com/caseyfaulkner/,safe
http://anvari.co/index.php?option=com_morfeoshow&task=view&gallery=3&Itemid=683,malicious
youtube.com/watch?v=IceJgRU9mdM,safe
bazardoriente.it/esco/eccolo/confirmation/4d5952fa824e73daa17f9bc8b3e784b0/,safe
www.squirrel-rehab.org/cards/card.html,malicious
http://5.182.211.138/bins/jKira.arm7,malicious
http://www.radlinkstaffing.com/index.php?option=com_content&view=article&id=5&Itemid=8,malicious
wikibin.org/articles/list-of-association-football-players-with-dual-nationality.html,safe
http://111.43.223.164:37954/Mozi.m,malicious
youtube.com/watch?v=TZaIFNxm1zk,safe
joinhandsorganization.com,malicious
cyber.law.harvard.edu/filtering/china/google-replacements/,malicious
supaprice.co.uk/p/result.jsp?ga=uk9&q=signed+stoke+city+shirt,safe
http://www.medicalpost.gr/index.php?option=com_content&view=category&layout=blog&id=64&Itemid=114,malicious
genforum.genealogy.com/faubert/,safe
stuffaboutnames.com/anton/,safe
featuresblogs.chicagotribune.com/theskyline/2009/08/alternative-plans-for-olympic-village-emerge-they-dont-rate-gold-medals-but-they-advance-the-debate-.html,safe
http://www.onlybrands.com.br/loja/index.php?page=shop.browse&cat_id=&category_id=28&option=com_virtuemart&Itemid=55,malicious
http://szgs.ru/information-for-you/interesting-articles/5-2008-07-11-07-18-05.html,malicious
https://mitsui-jyuku.mixh.jp/uploads/30ODNO38B.exe,malicious
amazon.com/Youre-Woman-Machine-Death-Above/dp/B0003JAHBA,safe
http://www.sydneyshoeshine.com.au/location,malicious
youtube.com/watch?v=INqnmAg-rIU,safe
torrentreactor.net/torrents/2198150/HERCULES-THE-LEGENDARY-JOURNEYS,safe
firehouse.com/blog/ryan33/happy-expo-week-2011,safe
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%83%A9%E3%82%A4%E3%83%96%E3%83%81%E3%83%A3%E3%83%83%E3%83%88%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2Fbagv60a1Bgo7Bnld+,safe
tomgibson.snkcr.com/,safe
http://distractify.com/post/related/id/550f21a14a0c4b226fa6cf67/skip/10/limit/10/back/0,safe
http://www.alarmstore.com.br/index.php?fontstyle=f-larger,malicious
http://www.impactosmt.com.br/index.php?option=com_content&view=article&id=99:a-importancia-da-auto-estima-dentro-da-empresa&catid=38:artigos&Itemid=59,malicious
http://olx.co.id/aceh-di/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic,safe
http://kakaku.com/camera/digital-camera/ranking_0050/pricedown/div-gpt-ad-k/header_text,safe
http://codecanyon.net/item/wordpress-form-builder-survey-quiz-fsqm-pro/full_screen_preview/3180835,safe
motors.shop.ebay.ca-34432432343251.27anr.info/?item=_dmpt1&_mqf=0&_qfkw=1&_fpos=95616&_lsbx=0&_fspt=0&_flso=0&Make=13q&_trksid=p1695235.m724&pid=322q&sid=lk1,safe
http://www.slab.ro/index.php?option=com_content&view=article&id=124:persoana-12&catid=36:galerie,malicious
youtube.com/watch?v=JjhO3VGfpFk,safe
aboutsignis.com,malicious
classmates.com/directory/public/memberprofile/list.htm?regId=217387241,safe
http://lifehacker.com/how-to-stream-or-record-your-games-for-broadcast-online-1702860349/templates/closure/,safe
lacreekfreak.wordpress.com/tag/los-angeles-river/,safe
http://helptheorphans.net/index.php?option=com_content&view=article&id=150&Itemid=153,malicious
www.angelfire.com/electronic/sfx/,malicious
republictt.com/,safe
crookedfiddleband.com/,safe
www.informatik.uni-trier.de/~ley/db/conf/stoc/,malicious
http://jaiseclinic.com/a.htm,malicious
http://cmmtoronto.com/en/news.1,malicious
historycentral.com/navy/ap/WilliamWardBurrows.html,safe
enr.elections.ca/ElectoralDistricts_e.aspx?ed=1231,safe
http://babal.net/books/view/971/%D9%81%D9%82%D9%87-%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%A9--%D8%A7%D9%84%D8%B3%D8%A8%D8%A7%D8%B9%D9%8A%D8%A7%D8%AA-,safe
chinatown-bus.org/,safe
investigator.sa.edu.au/directions/2010/12/volleyball-sa-beach-volleyball-competition/,safe
ussarlington.com/seastories3.htm,safe
http://torcache.net/torrent/F361BAFDA2E67C7658F19E3C0108710602EAE2A8.torrent?title=[kickass.to]wwe.monday.night.raw.2015.03.16.hdtv.x264.ebi.sparrow,safe
http://peraki.com/index.php?view=weblink&catid=40:business&id=7:hyphen-engineering-education&option=com_weblinks&Itemid=65,malicious
cosmicsingularity.com/,safe
https://pastebin.com/raw/C56DN6ix,malicious
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FwjfL4fhPp1lPxTZb+%E3%82%A2%E3%83%AA%E3%82%B5%E5%86%8D,safe
hockeydb.com/ihdb/stats/leagues/seasons/teams/0015311971.html,safe
brownbook.net/business/6341358/paul-emile-beaulieu-rec-ctr,safe
http://3cf.ru/2015/07/20/v-etom-gody-elektronnaia-kommerciia-vyrastet-na-10-15/,malicious
oakgov.com/aviation/,safe
http://akhbarelyom.com/news/newdetails/411418/1/24-%D9%85%D8%A7%D9%83%D9%8A%D9%86%D8%A9-%D9%84%D8%B5.html,safe
madeireirafarias.com.br,malicious
http://185.245.96.206/security/hello.mpsl,malicious
https://mitsui-jyuku.mixh.jp/uploads/12243fvasea.exe,malicious
http://s-tab.ru/portfolio/1-aluminium/detail/960-alum19.html?tmpl=component&detail=0&buttons=1,malicious
worthpoint.com/worthopedia/3-different-billy-joel-auto-lps-w-52nd-street-bridge-nylon-curtain,safe
icecreamman.com/2009/06/sasquatch-2009/,safe
duodamour.co.uk/,safe
jsmradio.gandi-web.net/,safe
familyoldphotos.com/photo/pennsylvania/14892/northeast-pa-high-school-class-1928,safe
ccdmd.qc.ca/en/,safe
en.wikipedia.org/wiki/James_Earl_Jones,safe
http://945wg.com/news/index.html?581.html,malicious
columbia.k12.mo.us/ojhs/faculty/,safe
paypal.com-us.cgi-bin.webscr.cmdflowsession.5evz-w6sy-2cv1um6beooyfoha0tgg1rj8mso2gsy6.wy3e7zoy6mq.msy-dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ed6d43d.lafrancaisediamant.com/bf0ff4b6ba2d1fb37c64adc9f49eb533/,safe
en.wikipedia.org/wiki/Torrey_Mitchell,safe
kbaycoffee.com/,safe
cobblestonesoflowell.com/,safe
http://ardeex.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2FyZGVleC5jb20vaW5kZXgucGhwP29wdGlvbj1jb21fY29udGVudCZ2aWV3PWFydGljbGUmaWQ9NTQlM0FhYm91dGFyZGVleCZjYXRpZD0zNCUzQWFsbGdlbWVpbiZJdGVtaWQ9MjcmbGFuZz1kZQ==&lang=de,malicious
http://167.86.113.99/bins.sh,malicious
http://12com.net/tags.php?%2Fะด\325\346%2F,malicious
http://pscatm.com/index.php?view=article&catid=80:composicao&id=73:grupooperativo&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=86,malicious
myspace.com/officialnegativland,safe
http://economyref.com/index.php?option=com_virtuemart&page=shop.browse&category_id=22&Itemid=54,malicious
www.auto-trol.com/products/KONFIG-configuration-management.html,malicious
fandango.com/site-index/performers/a_pg6.html,safe
fellowcitizensmusic.com/,safe
docstoc.com/docs/59255004/Goff-Information,safe
http://nesn.com/2015/04/brett-connolly-excited-to-finally-get-chance-to-make-impact-on-bruins-video/,safe
persona.rin.ru/eng/view/f/0/29759/mironova-maria-andrey,safe
http://www.feilonline.com/index.php/component/content/109?task=view,malicious
http://okumaaliskanligi.com/ziyaretci-defteri.html?font-size=smaller,malicious
leonardcohentickets.net/,safe
wn.com/Washington_Capitals,safe
paypal.de-signin-sicherheit-7295.paypal.de-signin-sicherheit-3339.amazon.de-signin-meinkundenservice-4630.amazon.de-signin-sicherheit-8562.amazon.de-signup-kundenservice-userid.39467725614111.supportl,malicious
local.canadaspace.com/listings/quebec/drummondville/trucking/cabano_kingsway_transport_in15/,safe
telecreditoviabcp.com,malicious
http://www.tirionklasse.nl/foto/item/208/asInline.html,malicious
http://www.sezioneanatreviso.it/index.php?option=com_mailto&tmpl=component&link=e0b7db87efc4e0c7549ebfc7b30eb6aa1afe9162,malicious
steemcommunity.5webs.net/,safe
ballerwives.com/2009/08/14/nfl-star-michael-vicks-fiance-kijafa-frink/,safe
https://apbfiber.com/openme/48220d200d42d3_18d30d11.exe,malicious
sites.google.com/site/ijcsis/,malicious
https://www.gov.uk/government/organisations/civil-service-government-economic-service,safe
lahistory.org/site19.php,safe
laurent-photo.com/,safe
http://www.naylorantiques.com/inventory/Start/sc_security/Maryland/294,malicious
http://www.egejewelry.com/index.php?option=com_rsgallery2&page=inline&id=82,malicious
imdb.com/name/nm1965153/,safe
http://www.horizonte-hospizverein.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=02&Itemid=126,malicious
nobeliefs.com/politics.htm,safe
https://mitsui-jyuku.mixh.jp/uploads/520ODNO38B.exe,malicious
https://quizlet.com/login?redir=https%3A%2F%2Fquizlet.com%2F6396803%2Fflashcards%2Fstarred,safe
https://mitsui-jyuku.mixh.jp/uploads/2410nH6.exe,malicious
youtube.com/watch?v=mu_f1ESW7zA,safe
http://bestwesternhotelsalobrena.com/index.php?option=com_content&view=article&id=88&Itemid=76&phpMyAdmin=kuAa4SJNmLWrnpXUVsCfomqiX99,malicious
http://www.expatsalon.ru/index.php/2009-04-21-07-23-26.html,malicious
www.mat.uc.pt/~eqvm/cientificos/fortran/codigos.html,malicious
http://www.polska.travel.pl/pogoda-polska/gdansk/pogoda-polska/warszawa/1?miasto=42,malicious
http://37.49.226.231/luoqxbocmkxnexy/tbox.mpsl,malicious
thevillasdowntown.com,malicious
record-eurasia.com/Eng/listavante.html,safe
www.bluebon.net/baka,malicious
aepcustomer.com/customer/BillsAndPayments.aspx,safe
https://toulousa.com/omg/383EYJSFYHMS.exe,malicious
twighlightslastgleaming.wordpress.com/2011/10/25/communications-shutdown-the-outer-limits-of-obamas-control-begins-november-9th-2011/,safe
https://myspace.com/article/2015/4/27/family-amy-winehouse-says-amy-documentary-misleading,safe
http://www.skirennlauf.de/index.html?option=com_content&view=article&id=123&Itemid=111&fontstyle=f-larger,malicious
www.centralconnector.com/GAMES/SORRY.html,malicious
http://sventedorsthorst.nl/index.php/sven,malicious
https://piedmontrescue.org/sport/rockstar.php,malicious
http://www.rauschlicht.de/index.php?option=com_user&view=reset,malicious
punknews.org/article/30395,safe
boyscouttrail.com/content/song/comin_round_the_mountain-1994.asp,safe
alibaba.com/showroom/ocean-pacific.html,safe
http://45.95.168.79/SBIDIOT/mips,malicious
https://mitsui-jyuku.mixh.jp/uploads/97713687ead846bae3d6dc2187ebf1d00be.exe,malicious
http://www.applausemovie.com/gallery.1,malicious
http://badmildiou.com/bin/bg_99dedb26e1c9492794e9a6462a2fc9f3.exe,malicious
http://down.gogominer.com/sex_Live1.5.0.1099.exe,malicious
http://www.emyvalecottage.com/index.php?option=com_ckforms&task=captcha&sid=c4ce9d9bffcf8ba3357da92fd49c2457,malicious
yelp.ca/biz/st-john-the-evangelist-church-weston-toronto,safe
