URL,True Label,Predicted Label,Malicious Probability
imtl.org/montreal/building/Les-Habitations-Jeanne-Mance.php,safe,safe,0.002426684
www.advantageinteractive.com/selection/,malicious,malicious,0.81064343
http://farmaciaboahora.com/index.html,malicious,malicious,0.9967406
http://www.deepseapearls.com/index.php?option=com_content&view=article&id=586&Itemid=29&lang=fr&FontSize=font-small,malicious,malicious,0.99773955
https://grantland.com/the-triangle/nba-shootaround-the-one-where-lebron-james-saves-the-day/,safe,safe,0.003233552
http://www.yunnanguolv.com/Spot/List/List_193.html,malicious,malicious,0.9967536
http://www.auctionyourart.com/component/user/remind.html,malicious,malicious,0.9643501
http://kubiyot.net/index.php?option=com_content&view=article&id=17:water&catid=3:2009-09-03-09-25-41&Itemid=9,malicious,malicious,0.98384047
maximebernier.com/en/2010/04/pour-un-quebec-fier-responsable-et-autonome/,safe,safe,0.0016403794
place-dupuis.foodpages.ca/,safe,safe,0.028294861
commarts.com/exhibit/bristol-myers-squibb-one-life.html,safe,safe,0.022776246
groups.google.com/group/can.jobs/msg/5ed65dadc9818c9b,safe,safe,0.048765182
accommodations-travelnow.com/California/universal-city-hotels.htm,safe,safe,0.21274424
http://alfalfalfa.com/tag/%E3%83%9D%E3%83%86%E3%83%88%E3%83%81%E3%83%83%E3%83%97%E3%82%B9,safe,safe,0.037120163
https://mitsui-jyuku.mixh.jp/uploads/5713687ead846bae3d6dc2187ebf1d00be.exe,malicious,malicious,0.9992995
rlslog.net/coalesce-ox-2009/,safe,safe,0.017559469
http://www.imoconcept.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5pbW9jb25jZXB0LmRlL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTQ5OmltbW9iaWxpZW5zdWNoZSZJdGVtaWQ9NjY=,malicious,malicious,0.999411
celebgalz.com/death-of-a-cheerleader-is-about-bernadette-protti-kirsten-costas/kirsten-marina-costas-kirsten-costas/,safe,safe,0.048714995
www.videocreations.co.uk/index.htm,malicious,malicious,0.81457263
playwrights.ca/seasonactivities/Playwrights2006-2007.html,safe,safe,0.055046618
en.wikipedia.org/wiki/Buy_Nothing_Day,safe,safe,0.010394812
courtreference.com/King-County-Washington-Courts.htm,safe,safe,0.0014472604
http://kenh14.vn/suc-khoe-gioi-tinh/so-huu-guong-mat-thon-gon-voi-4-dong-tac-sieu-don-gian-2015042008562966.chn,safe,safe,0.0056527257
crackrocksteady.ru/modules/mod_google/8046104279/241250503/payment.php,safe,safe,0.038833916
http://marm0o0lak.persiangig.com,malicious,malicious,0.9823131
dmlevents.com,malicious,malicious,0.9988936
trove.nla.gov.au/ndp/del/tag?allTags=1&name=Ballarat%20New%20Cemetery,safe,safe,0.034712076
en.wikipedia.org/wiki/American_Film_Institute_Awards_2010,safe,safe,0.016222
http://www.letni-tabor.eu/index.php?option=com_content&view=category&id=14:nae-tradice&Itemid=27&layout=default,malicious,malicious,0.99883
freehabbostuff.moonfruit.com/,safe,safe,0.1378566
lcc-orlando.org/,safe,safe,0.0034124851
http://konsult-v.com/index.php?view=article&id=1:test-page&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=11&lang=en,malicious,malicious,0.968857
en.wikipedia.org/wiki/Chuck_Comeau,safe,safe,0.07527107
http://www.michelgarant.ca/~real700p/support.update.your.information.account/signup/account/,malicious,malicious,0.9656432
linuxquestions.org/hcl/showproduct.php/product/3380/cat/all,safe,safe,0.033670902
fashionmodeldirectory.com/designers/walter-plunkett/,safe,safe,0.023686826
http://www.fagnaniebertagnoli.it/IMPIANTI-GAS-METANO/ag.html,malicious,malicious,0.99387413
mylife.com/barton19802962d,safe,safe,0.035848796
http://www.feuerwehr-werl.de/index.php?option=com_reports2&view=show&Itemid=27&id=585&Monat=0&department=0&data=0&all=,malicious,malicious,0.9873601
4shared.com/video/FhKZZk2N/Bieber_Selena_Gomez_Kiss_Or_Ju.htm,safe,safe,0.010353148
http://www.christtheservant.com/index.php?option=com_content&view=article&id=110&Itemid=86,malicious,malicious,0.9981261
http://199.83.204.29:40534/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1,malicious,malicious,0.9888448
http://www.disline.es/videoguias.html?task=generatersslinks,malicious,malicious,0.9986121
http://dotstersupporteam.com/webscr/?cmd=_login-submitdispatch=5885d80a13c0db1f8e263663d3faee8d0b7e678a25d883,malicious,malicious,0.93223387
http://desdeelamor.com/wp-includes/SimplePie/Parse/hd/demx/index.php,malicious,malicious,0.9388391
city-data.com/city/Spring-Valley-Ohio.html,safe,safe,0.0032366514
http://www.toscanagroup.it/index.php?option=com_content&view=article&id=98&Itemid=113&lang=it,malicious,malicious,0.9990759
montrealexiles.com/,safe,safe,0.0022854805
https://medium.com/@ericbieller/9-lessons-learned-bootstrapping-our-company-raising-1-million-then-pivoting-two-years-later-6e4433963adc?source=has-recommended,safe,safe,0.01365906
http://sagedecision.com/english/index.php?option=com_content&view=category&layout=blog&id=5&Itemid=11&lang=en,malicious,malicious,0.91456926
http://www.brigitte-koischwitz.de/index.php?option=com_dfcontact&Itemid=65,malicious,malicious,0.9959022
mylife.com/virginiadavislee,safe,safe,0.005215347
spokeo.com/Gabriel+Ramon,safe,safe,0.002552271
getbibletruth.org/online_literature_library/why_were_you_born,safe,safe,0.0066102743
www.cmenephrology.gr/administrator/components/com_banners/elements/,safe,safe,0.14224648
soundunwound.com/music/warner-bros-records/345067,safe,safe,0.0019763708
manta.com/c/mmlm7jt/robert-layton-office,safe,safe,0.050788224
https://hollywoodlife.com/2015/05/13/tyga-kylie-jenner-engaged-secretly-wedding-plans-report/,safe,safe,0.0022392273
https://mitsui-jyuku.mixh.jp/uploads/54N8Mk0.exe,malicious,malicious,0.99849033
http://kizombafestival.pl/index.php?option=com_content&view=category&layout=blog&id=42&Itemid=80&lang=pl,malicious,malicious,0.9991264
http://hiroba.dqx.jp.sq.kdrukv.com/account/app/svc/login.html,malicious,malicious,0.9158864
http://fundbook.xyz/ru53332/AOy-ll62hAAA7xoCAFJVFwASALP8Y94A/CorelDraw+22.0.0.412+Crack+With+Keys.exe,malicious,malicious,0.63965666
spokeo.com/Nathan+Hawkins,safe,safe,0.002552271
magicyellow.com/category/Pet_Supplies/Cook_MN.html,safe,safe,0.012758493
en.wikipedia.org/wiki/Jerry_Garvin,safe,safe,0.019958317
http://mic.com/articles/117386/something-truly-unfunny-happened-when-you-googled-the-word-joke,safe,safe,0.00246799
amazon.com/Watery-Grave/dp/B00485L3S6,safe,safe,0.0039867163
performanceguides.carnegiehall.org/,safe,safe,0.011475146
acepilots.com/usn/morris.html,safe,safe,0.065897346
scribd.com/doc/15500023/Slovenia-History-Culture-Outdoors-Chapter,safe,safe,0.0034937859
http://www.tagrijn-emma.nl/index.php?page=shop.browse&category_id=8&option=com_virtuemart&Itemid=3,malicious,malicious,0.9985745
zimbio.com/Kristen+Byrnes,safe,safe,0.0026237965
http://185.172.110.250/Tuna/Cloud.sh4,malicious,malicious,0.99850196
acanadianfamily.com/2011/01/25/history-of-kahnawake-links-to-biographical-info-pt-i-a-c-a-canadian-family/,safe,safe,0.0015901327
answers.com/topic/whitaker,safe,safe,0.009937763
freebase.com/view/en/hbo_films,safe,safe,0.053269386
http://45.154.1.150/beastmode/b3astmode.arm6,malicious,malicious,0.99755335
"http://moustoir-ac.fr/component/option,com_eventlist/format,feed/type,rss/view,eventlist/index.html",malicious,malicious,0.9391822
nhusd.k12.ca.us/,safe,safe,0.011516154
en.wikipedia.org/wiki/2010_Spokane_Shock_season,safe,safe,0.0061122775
support-rakutencard.com,malicious,malicious,0.998109
http://www.persianp.ir/index.php?option=com_user&view=remind,malicious,malicious,0.99655235
http://diply.com/different-solutions/grad-caps-funny-university-graduation/124872/2,safe,safe,0.007992864
metacritic.com/redirectcritic?m=catchafire,safe,safe,0.023627281
http://indianexpress.com/article/world/neighbours/avalanches-hit-nepal-again-rescue-workers-forced-to-call-off-search/,safe,safe,0.0140244365
francetravelguide.com/champange-the-drink-of-kings.html,safe,safe,0.002991736
http://142.11.219.41/bins/blxntz.m68k,malicious,malicious,0.9991985
http://ekenefb34518maketer.duckdns.org/uploud/5bab0b1d864615bab0b1d864b3/wj1_encrypted_957CC0.bin,malicious,malicious,0.8919235
debbiewoodsyoga.com,malicious,malicious,0.9915434
usmessageboard.com/europe/129428-belgium-and-the-internal-conflict-that-doesnt-end.html,safe,safe,0.0018869638
mylife.com/bkraft2,safe,safe,0.045401394
http://jahesa.com/wordpress/wp-content/plugins/sid/ub2tcjwd.0hq.exe,malicious,malicious,0.99671996
tools.ietf.org/html/rfc309,malicious,malicious,0.9953211
allison-valenzuela.suite101.com/california-state-railroad-museum-a206532,safe,safe,0.007290125
davidalpert.com/,safe,safe,0.049236298
http://kenh14.vn/suc-khoe-gioi-tinh/bai-tap-giam-can-7-phut-danh-cho-nguoi-ban-ron-20150429110650929.chn,safe,safe,0.027118802
baseball-fever.com/showthread.php?72217-Expos-Theme,safe,safe,0.009649992
indianyellowpages.com/support/international-airports-directory/airports-in-africa.htm,safe,safe,0.05348289
abassguitar.com/,safe,safe,0.0018363595
pnc.com-inet-truememberent-iscaddetour.newchapterpsychology.com.au,malicious,malicious,0.99644595
southmemphis38126.org,malicious,malicious,0.9968866
https://mitsui-jyuku.mixh.jp/uploads/364d4fe8115bf6b56a9f2357e2c9e699c5.exe,malicious,malicious,0.999434
https://onedrive.live.com/download?cid=1C14977B48A91558&resid=1C14977B48A91558!8182&authkey=AAUTw8TVZXr5v3A,malicious,malicious,0.99783397
www.bl.uk/collections/early/victorian/intro.html,malicious,malicious,0.86057955
http://www.apexsruveyors.com/date/eat.png,malicious,malicious,0.9955384
http://www.apostlescampingpark.com.au/index.php?option=com_content&view=article&id=67&Itemid=85,malicious,malicious,0.99889684
https://housing.com/in/mumbai/new-projects/85-krishna-residences-by-vijay-khetan-group-in-andheri-east,safe,safe,0.0034335852
scribd.com/doc/54098349/The-Augmented-reality-Handbook-Everything-you-need-to-know-about-Augmented-reality,safe,safe,0.0028470755
boards.ancestry.com/thread.aspx?mv=flat&m=16675&p=localities.northam.usa.states.texas.unknown,safe,safe,0.02619189
absoluteastronomy.com/topics/Jimmy_Garvin,safe,safe,0.0068247914
vgmusic.com/music/console/sony/ps2/index-af.html,safe,safe,0.00604105
http://serverfault.com/questions/378515/force-to-use-specific-dns-provider-at-network,safe,safe,0.010379851
statsheet.com/mcb/players/player/morgan-state/rasheed-sparks,safe,safe,0.04317838
freepages.genealogy.rootsweb.ancestry.com/~alanbloor/HartStanley.htm,safe,safe,0.27374065
http://www.voile35.com/index.php?option=com_content&view=article&id=52&Itemid=55,malicious,malicious,0.99870855
jackfroese.com/,safe,safe,0.0022066832
hockeygear.com/icehockey.html,safe,safe,0.0050166845
http://138.68.31.138/.yuhh.mipsel,malicious,malicious,0.9988729
genforum.genealogy.com/cloutier/all.html,safe,safe,0.16515166
https://trbetasusgiris.blogspot.com/,malicious,malicious,0.8612085
openfreecheckingaccount.com/,safe,safe,0.02530998
http://www.clinicaprieto.com/cirugia-oral,malicious,malicious,0.9949138
pipl.com/directory/people/Roy/Colven,safe,safe,0.04861337
donsdepot.donrossgroup.net/dr2229.htm,safe,malicious,0.8567213
http://mbpanet.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL21icGFuZXQuY29tL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTE0Mzpwb21wb20td2VlZC1hcmVhcyZjYXRpZD0xOmxhdGVzdC1uZXdzJkl0ZW1pZD01MA==,malicious,malicious,0.99764913
http://www.designinsideonline.com.au/resources/interior-design-whats-your-style/tropical-environmental-interior-design,malicious,malicious,0.8729041
basketball.wikia.com/wiki/National_Invitation_Tournament,safe,safe,0.051734924
http://www.ada-hotel.com.ba/index.php?option=com_joomgallery&view=gallery&Itemid=56,malicious,malicious,0.9987577
topix.com/city/new-haven-in,safe,safe,0.002652526
mathewsoncos.com/,safe,safe,0.0039436817
yelp.com/biz/dubois-jean-claude-md-pompano-beach,safe,safe,0.0018140674
drobinsonandassociates.ca/www.paypal.it/webscr.php?cmd=_login-run&amp;dispatch=97e0044d0f60e3c4966df9bd4d8b20f4d8c93ac06497982d8aa196d8948c9acf,safe,safe,0.07344329
amazon.com/Marilyn-Norman-Mailer/dp/0448010291,safe,safe,0.0020455122
http://www.allsolarflorida.com/index.php/residential-solar-power-systems/solar-hot-water-heaters,malicious,malicious,0.9691954
electronichouse.com/article/four_year_old_house_gets_a_v_upgrade/C41,safe,safe,0.0034909844
http://162.212.115.58:44775/Mozi.m,malicious,malicious,0.99899226
http://flowerstobulgaria.org/index.php/en/products-mainmenu-64?page=shop.product_details&category_id=8&flypage=flypage.tpl&product_id=47,malicious,malicious,0.6734983
www.prdholdings.com/site-eurofast/,malicious,malicious,0.9310797
nummlock.000webhostapp.com,malicious,malicious,0.9988976
http://squarespace.com/press/2014/5/22/website-building-platform-squarespace-raises-another-40-million,safe,safe,0.08686656
digparty.com/wiki/Iowa_State_Cyclones_cross_country,safe,safe,0.0029639006
starting-points.blogspot.com/2011/05/syrian-president-assad-blows-his.html,safe,safe,0.019783914
chron.com/sports/texans/article/Ex-Tech-linebacker-Zach-Thomas-to-visit-Texans-1538049.php,safe,safe,0.002385974
hockeydb.com/ihdb/stats/pdisplay.php?pid=3583,safe,safe,0.0056266785
https://drive.google.com/uc?export=download&id=1TNtvH75O1HTQ9OOxBnQ-5De4_0_mXZrt,malicious,malicious,0.9936654
rottentomatoes.com/celebrity/corey_haim/,safe,safe,0.055559874
http://financialaidtips.com/index.html,malicious,malicious,0.9969939
www.paypal.it.19430.amezionuk.org/ZXR0b3JlLmdhdHRpQGludGVzYXNhbnBhb2xvLmNvbQ==/login.do,safe,safe,0.049417734
youtube.com/watch?v=S_nYTeVX5Zg,safe,safe,0.0026172996
members.shaw.ca/mplansolutions/,malicious,malicious,0.89430475
allstarpics.net/pic-gallery/mira-sorvino-pics.htm,safe,safe,0.17406541
people.famouswhy.com/tim_haun/,safe,safe,0.043481946
http://www.envest.com.br/perguntas-e-respostas,malicious,malicious,0.9920226
http://142.44.211.179/ppc,malicious,malicious,0.9988166
http://mahindra-luminare-gurgaon.co/up/,malicious,malicious,0.9985921
www.hahnlibrary.net/rpgs/faq/rgfdfaq.html,malicious,malicious,0.8684423
servitecst.com/Verifed.By.Paypal.Team/39d38c5e5fff3895de74a6d8bfd256e8/login.htm,safe,safe,0.006717801
freeholdnj.homestead.com/MCK.html,safe,safe,0.07570934
martindale.com/Donald-G-Lubin/937525-lawyer.htm,safe,safe,0.0022120476
http://www.trenker-bestattungen.de/index.php?option=com_adsmanager&page=write_ad&catid=4&Itemid=6,malicious,malicious,0.9989219
http://homesofbr.com/index.php?option=com_properties&view=properties&task=map&aid=20&Itemid=97,malicious,malicious,0.9990215
lossless-music.org/download/neros-day-disneyland-attention-shoppers-2005-flac,safe,malicious,0.607782
http://www.graz4u.at/en.html?start=35,malicious,malicious,0.99860966
fangraphs.com/statss.aspx?playerid=7645&position=P,safe,safe,0.003524959
twitter.com/couellette13/status/138620175598620672,safe,safe,0.04376042
kunalmarketing.com/itm.php,safe,safe,0.042456925
https://thejobnewsupdate.com/wp-content/plugins/wp-auto-spinner/.settings/steinbeck,malicious,malicious,0.9739221
http://managephoenix.com/o/36519,malicious,malicious,0.86987484
https://toulousa.com/omg/273EYJSFYHMS.exe,malicious,malicious,0.9990402
http://123.10.171.157:49273/Mozi.m,malicious,malicious,0.99874544
http://eden-tech.com/site/plugins/editors/FORM-UPDATE-MYBSN.php,malicious,malicious,0.8785602
http://www.newtec.ac.uk/courses/child-care/gain-confidence-in-childcare-.html,malicious,malicious,0.9939402
http://1-configurazione-supporto-apple.store-contatta.bimabn.com/c/Apple-id/0bbe352017a9301ca3d1c9d5c3103741/,malicious,malicious,0.9656624
https://mitsui-jyuku.mixh.jp/uploads/47743fvasea.exe,malicious,malicious,0.9992636
http://theexpertautorepair.com/auto-repair-specials/cat.listevents/2013/01/03/-.html,malicious,malicious,0.86884487
en.wikipedia.org/wiki/Toon_Boom_Animation,safe,safe,0.041491568
linkedin.com/pub/william-halford/21/325/338,safe,safe,0.03962761
http://hoaphatelectric.com/san-pham/thiet-bi-dien-dan-dung,malicious,malicious,0.88298404
guardian.co.uk/film/2011/mar/03/babies-film-review,safe,safe,0.09206998
edendale.typepad.com/weblog/,safe,safe,0.15179622
http://www.skirennlauf.de/index.php?option=com_virtuemart&Itemid=151,malicious,malicious,0.99905235
http://sever-gorod.ru/index.php/2010-08-04-17-11-47/1-svaz/11-2010-08-18-17-17-26,malicious,malicious,0.93620807
boatdesigns.com/products.asp?dept=436,safe,safe,0.022021353
planning.org/greatplaces/neighborhoods/2009/,safe,safe,0.027525604
baycrossings.com/Archives/2001/11_December/jack_london_square_and_the_oakland_estuary.htm,safe,safe,0.0024596453
https://mitsui-jyuku.mixh.jp/uploads/1643fvasea.exe,malicious,malicious,0.99920076
http://ecoledecoiffurecarolinelaprise.com/formations/coiffure/112.html,malicious,malicious,0.992585
boards.ancestrylibrary.com/thread.aspx?mv=flat&m=2249&p=localities.northam.usa.states.indiana.counties.marion,safe,safe,0.06595892
cansoc.org/forumdisplay.php?41-FIFA-U-20-World-Cup-Canada-2007,safe,safe,0.00046491623
tigerhorton.com/,safe,safe,0.0023635626
mp3raid.com/music/ant_banks.html,safe,safe,0.056766868
www.cs.technion.ac.il/~janos/index.html,malicious,malicious,0.9123433
tools.ietf.org/html/rfc2846,malicious,malicious,0.9943727
http://115.49.78.157:33802/Mozi.m,malicious,malicious,0.99864024
http://www.feilonline.com/sejeal.jpg,malicious,malicious,0.99838716
en-gb.facebook.com/megan.grey666,safe,safe,0.08772516
grandopening-grandclosing.blogspot.com/,safe,safe,0.015221059
linkedin.com/pub/edward-chen/11/593/29,safe,safe,0.031481385
glenpoolonline.com/municipal_government/index.php,safe,safe,0.008760512
http://216.180.117.208:51734/Mozi.m,malicious,malicious,0.99894756
matisslima.com,malicious,malicious,0.9965095
reunion.com/caseyfaulkner/,safe,safe,0.0041617155
youtube.com/watch?v=IceJgRU9mdM,safe,safe,0.0046994686
manta.com/c/mtmqdmw/assemblyman-mike-eng,safe,safe,0.011494696
tools.ietf.org/html/rfc2425,malicious,malicious,0.994992
http://5.182.211.138/bins/jKira.arm7,malicious,malicious,0.99817646
http://www.radlinkstaffing.com/index.php?option=com_content&view=article&id=5&Itemid=8,malicious,malicious,0.9991723
youtube.com/watch?v=TZaIFNxm1zk,safe,safe,0.0049508214
http://111.43.223.164:37954/Mozi.m,malicious,malicious,0.9989621
wikibin.org/articles/list-of-association-football-players-with-dual-nationality.html,safe,malicious,0.5279137
joinhandsorganization.com,malicious,malicious,0.99818313
cyber.law.harvard.edu/filtering/china/google-replacements/,malicious,malicious,0.9031671
http://www.medicalpost.gr/index.php?option=com_content&view=category&layout=blog&id=64&Itemid=114,malicious,malicious,0.99899197
stuffaboutnames.com/anton/,safe,safe,0.017460704
genforum.genealogy.com/faubert/,safe,safe,0.12154865
http://www.onlybrands.com.br/loja/index.php?page=shop.browse&cat_id=&category_id=28&option=com_virtuemart&Itemid=55,malicious,malicious,0.9957513
featuresblogs.chicagotribune.com/theskyline/2009/08/alternative-plans-for-olympic-village-emerge-they-dont-rate-gold-medals-but-they-advance-the-debate-.html,safe,safe,0.014382541
http://szgs.ru/information-for-you/interesting-articles/5-2008-07-11-07-18-05.html,malicious,malicious,0.94500804
http://anvari.co/index.php?option=com_morfeoshow&task=view&gallery=3&Itemid=683,malicious,malicious,0.99913204
http://marnas.info/vendor/circle-flip-slideshow/api.lib.php,malicious,malicious,0.9598466
sanchezcurrency.com,malicious,malicious,0.9943396
amazon.com/Youre-Woman-Machine-Death-Above/dp/B0003JAHBA,safe,safe,0.00539428
http://www.sydneyshoeshine.com.au/location,malicious,malicious,0.9981823
firehouse.com/blog/ryan33/happy-expo-week-2011,safe,safe,0.0046482086
supaprice.co.uk/p/result.jsp?ga=uk9&q=signed+stoke+city+shirt,safe,safe,0.01278615
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%83%A9%E3%82%A4%E3%83%96%E3%83%81%E3%83%A3%E3%83%83%E3%83%88%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2Fbagv60a1Bgo7Bnld+,safe,safe,0.005098939
youtube.com/watch?v=INqnmAg-rIU,safe,safe,0.0031955242
http://distractify.com/post/related/id/550f21a14a0c4b226fa6cf67/skip/10/limit/10/back/0,safe,safe,0.012594283
tomgibson.snkcr.com/,safe,safe,0.024411917
http://olx.co.id/aceh-di/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic,safe,safe,0.06657112
http://www.impactosmt.com.br/index.php?option=com_content&view=article&id=99:a-importancia-da-auto-estima-dentro-da-empresa&catid=38:artigos&Itemid=59,malicious,malicious,0.9986129
http://www.alarmstore.com.br/index.php?fontstyle=f-larger,malicious,malicious,0.99236476
youtube.com/watch?v=JjhO3VGfpFk,safe,safe,0.0042951703
http://kakaku.com/camera/digital-camera/ranking_0050/pricedown/div-gpt-ad-k/header_text,safe,safe,0.017461658
http://codecanyon.net/item/wordpress-form-builder-survey-quiz-fsqm-pro/full_screen_preview/3180835,safe,safe,0.036691725
http://www.slab.ro/index.php?option=com_content&view=article&id=124:persoana-12&catid=36:galerie,malicious,malicious,0.998446
aboutsignis.com,malicious,malicious,0.998518
lacreekfreak.wordpress.com/tag/los-angeles-river/,safe,safe,0.112491846
http://helptheorphans.net/index.php?option=com_content&view=article&id=150&Itemid=153,malicious,malicious,0.9966465
republictt.com/,safe,safe,0.006942034
www.angelfire.com/electronic/sfx/,malicious,malicious,0.98138064
crookedfiddleband.com/,safe,safe,0.019224763
www.informatik.uni-trier.de/~ley/db/conf/stoc/,malicious,safe,0.16932952
http://jaiseclinic.com/a.htm,malicious,malicious,0.8728018
http://cmmtoronto.com/en/news.1,malicious,malicious,0.94777155
http://babal.net/books/view/971/%D9%81%D9%82%D9%87-%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%A9--%D8%A7%D9%84%D8%B3%D8%A8%D8%A7%D8%B9%D9%8A%D8%A7%D8%AA-,safe,safe,0.0057315826
enr.elections.ca/ElectoralDistricts_e.aspx?ed=1231,safe,safe,0.017272532
chinatown-bus.org/,safe,safe,0.0043017864
ussarlington.com/seastories3.htm,safe,safe,0.013404191
https://mitsui-jyuku.mixh.jp/uploads/30ODNO38B.exe,malicious,malicious,0.99834436
bazardoriente.it/esco/eccolo/confirmation/4d5952fa824e73daa17f9bc8b3e784b0/,safe,safe,0.036746442
www.squirrel-rehab.org/cards/card.html,malicious,malicious,0.915073
http://torcache.net/torrent/F361BAFDA2E67C7658F19E3C0108710602EAE2A8.torrent?title=[kickass.to]wwe.monday.night.raw.2015.03.16.hdtv.x264.ebi.sparrow,safe,safe,0.005496025
http://peraki.com/index.php?view=weblink&catid=40:business&id=7:hyphen-engineering-education&option=com_weblinks&Itemid=65,malicious,malicious,0.99932325
cosmicsingularity.com/,safe,safe,0.0024691224
https://pastebin.com/raw/C56DN6ix,malicious,malicious,0.997939
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FwjfL4fhPp1lPxTZb+%E3%82%A2%E3%83%AA%E3%82%B5%E5%86%8D,safe,safe,0.0021300316
hockeydb.com/ihdb/stats/leagues/seasons/teams/0015311971.html,safe,safe,0.0152089
http://3cf.ru/2015/07/20/v-etom-gody-elektronnaia-kommerciia-vyrastet-na-10-15/,malicious,malicious,0.9803015
brownbook.net/business/6341358/paul-emile-beaulieu-rec-ctr,safe,safe,0.05086553
madeireirafarias.com.br,malicious,malicious,0.99111474
torrentreactor.net/torrents/2198150/HERCULES-THE-LEGENDARY-JOURNEYS,safe,safe,0.016751528
historycentral.com/navy/ap/WilliamWardBurrows.html,safe,safe,0.016568244
classmates.com/directory/public/memberprofile/list.htm?regId=217387241,safe,safe,0.002918303
http://lifehacker.com/how-to-stream-or-record-your-games-for-broadcast-online-1702860349/templates/closure/,safe,safe,0.00240618
motors.shop.ebay.ca-34432432343251.27anr.info/?item=_dmpt1&_mqf=0&_qfkw=1&_fpos=95616&_lsbx=0&_fspt=0&_flso=0&Make=13q&_trksid=p1695235.m724&pid=322q&sid=lk1,safe,safe,0.07444036
http://185.245.96.206/security/hello.mpsl,malicious,malicious,0.999281
http://akhbarelyom.com/news/newdetails/411418/1/24-%D9%85%D8%A7%D9%83%D9%8A%D9%86%D8%A9-%D9%84%D8%B5.html,safe,safe,0.009565711
http://s-tab.ru/portfolio/1-aluminium/detail/960-alum19.html?tmpl=component&detail=0&buttons=1,malicious,malicious,0.9912494
http://www.prefina.it/notizie/notizie-generali.html?layout=default,malicious,malicious,0.99849594
www.acme.com/java/software/Acme.JPM.Encoders.GifEncoder.html,malicious,malicious,0.9595814
familyoldphotos.com/photo/pennsylvania/14892/northeast-pa-high-school-class-1928,safe,safe,0.0075581074
ccdmd.qc.ca/en/,safe,safe,0.20197994
jsmradio.gandi-web.net/,safe,safe,0.0094867945
http://945wg.com/news/index.html?581.html,malicious,malicious,0.99367636
en.wikipedia.org/wiki/James_Earl_Jones,safe,safe,0.0069558024
icecreamman.com/2009/06/sasquatch-2009/,safe,safe,0.038343668
en.wikipedia.org/wiki/Torrey_Mitchell,safe,safe,0.13491553
columbia.k12.mo.us/ojhs/faculty/,safe,safe,0.07537341
