url_original,normalized_url,url_length,Shortining_Service,having_ip_address,subdomain_count,subdomain_ratio,path_depth,path_length,param_count,digit_letter_ratio,domain_entropy,path_entropy,total_special_char,special_char_ratio,risky_tld,tld_length,suspicious_word_count,url_upper_ratio,repeated_char_count,path_token_count,unique_bigrams,unique_trigrams,has_whois,domain_age_days,label
http://pkfcaribbean.com/locations/25-pkf-guyana.html,http://pkfcaribbean.com/locations/25-pkf-guyana.html,52,0,0,0,0.0,2,29,0,0.04878048780487805,3.625,4.280226253673659,4,0.07692307692307693,0,3,0,0.0,3,2,1,0,0,0,malicious
http://www.professionaltimes.org/resume/bookmark/ii.php,http://professionaltimes.org/resume/bookmark/ii.php,51,0,0,0,0.0,3,23,0,0.0,3.6537567082870015,3.7081320646586016,2,0.0392156862745098,0,3,0,0.0,5,3,2,1,0,0,malicious
http://www.fancygaptourism.com/about-fancy-gap/interactive-map,http://fancygaptourism.com/about-fancy-gap/interactive-map,58,0,0,0,0.0,2,32,0,0.0,3.826874881864638,3.965018266288633,4,0.06896551724137931,0,3,0,0.0,2,2,1,0,0,0,malicious
anokhimagazine.com/,http://anokhimagazine.com/,26,0,0,0,0.0,1,1,0,0.0,3.4613201402110083,-0.0,1,0.038461538461538464,0,3,0,0.0,2,0,0,0,1,7567,safe
tripwiser.com/trip_destination-Quebec_Canada?itiNodeId=8ad198fc0cbeb4e4010cbece6e3a0f27&eType=site,http://tripwiser.com/trip_destination-Quebec_Canada?itiNodeId=8ad198fc0cbeb4e4010cbece6e3a0f27&eType=site,105,0,0,0,0.0,1,31,2,0.19230769230769232,3.3927474104487847,3.9535656649464275,8,0.0761904761904762,0,3,0,0.047619047619047616,2,1,0,0,1,6992,safe
https://medium.com/rick-webb/life-as-an-arcade-40fb114ec904?source=reading-list-recommended_user,https://medium.com/rick-webb/life-as-an-arcade-40fb114ec904?source=reading-list-recommended_user,96,0,0,0,0.0,2,41,1,0.1111111111111111,2.8464393446710154,4.043544614839371,11,0.11458333333333333,0,3,0,0.0,5,2,1,0,1,9978,safe
docstoc.com/docs/59255004/Goff-Information,http://docstoc.com/docs/59255004/Goff-Information,49,0,0,0,0.0,3,31,0,0.24242424242424243,2.5949066182439395,4.106949132758152,2,0.04081632653061224,0,3,0,0.04081632653061224,5,3,2,1,1,6882,safe
http://manola-souvanlasy.com/index.php?option=com_content&view=article&id=88:poeme-a-ma-fille-manometa&catid=44:poesies-et-philosophie&Itemid=73&limitstart=1,http://manola-souvanlasy.com/index.php?option=com_content&view=article&id=88:poeme-a-ma-fille-manometa&catid=44:poesies-et-philosophie&Itemid=73&limitstart=1,157,0,0,0,0.0,1,10,6,0.05737704918032787,3.403989446485262,3.1219280948873624,22,0.14012738853503184,0,3,0,0.006369426751592357,5,1,0,0,0,0,malicious
mirror.jmu.edu/pub/CTAN/info/Free_Math_Font_Survey/survey.html,http://mirror.jmu.edu/pub/CTAN/info/Free_Math_Font_Survey/survey.html,69,0,0,1,0.07142857142857142,5,48,0,0.0,3.0391486719030705,4.5301876989901,6,0.08695652173913043,0,3,1,0.11594202898550725,4,5,4,3,0,0,malicious
http://68.183.156.150/x-3.2-.SNOOPY,http://68.183.156.150/x-3.2-.SNOOPY,35,0,1,2,0.14285714285714285,1,14,0,1.1818181818181819,2.6995138503199656,3.3787834934861753,7,0.2,0,3,0,0.17142857142857143,3,1,0,0,1,0,malicious
movies.nytimes.com/movie/458204/Another-Year/overview,http://movies.nytimes.com/movie/458204/Another-Year/overview,60,0,0,1,0.05555555555555555,4,35,0,0.13636363636363635,3.350209029099897,4.04716007463276,3,0.05,0,3,0,0.03333333333333333,2,4,3,2,1,11568,safe
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%AE%E3%83%A3%E3%83%AB%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2Fma7ecQEkBDRLP8ds+%E3%82%AE%E3%83%A3%E3%83%AB%E3%83%BB,https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%AE%E3%83%A3%E3%83%AB%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2Fma7ecQEkBDRLP8ds+%E3%82%AE%E3%83%A3%E3%83%AB%E3%83%BB,200,0,0,0,0.0,1,5,1,0.6111111111111112,3.0271691184406184,2.321928094887362,51,0.255,0,3,0,0.21,5,1,0,0,1,9373,safe
bazardoriente.it/esco/eccolo/confirmation/4d5952fa824e73daa17f9bc8b3e784b0/,http://bazardoriente.it/esco/eccolo/confirmation/4d5952fa824e73daa17f9bc8b3e784b0/,82,0,0,0,0.0,5,59,0,0.35185185185185186,3.375,4.380891203020693,1,0.012195121951219513,0,2,1,0.0,4,4,3,2,1,0,safe
dovegreyreader.typepad.com/dovegreyreader_scribbles/2010/08/dgr-asks-carol-drinkwater.html,http://dovegreyreader.typepad.com/dovegreyreader_scribbles/2010/08/dgr-asks-carol-drinkwater.html,97,0,0,1,0.038461538461538464,4,64,0,0.07792207792207792,3.503539122804025,4.441024413893479,7,0.07216494845360824,0,3,0,0.0,3,4,3,2,1,8208,safe
http://center-translate.ru/index.php/sovety-po-naimu-perevodchika,http://center-translate.ru/index.php/sovety-po-naimu-perevodchika,65,0,0,0,0.0,2,39,0,0.0,3.2866294867861954,4.201692923824033,6,0.09230769230769231,0,2,0,0.0,2,2,1,0,0,0,malicious
http://www.dijon-cereales-meunerie.fr/index.php?view=article&catid=68:fond-de-commerce&id=111:accueil-fond-commerce&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=123,http://dijon-cereales-meunerie.fr/index.php?view=article&catid=68:fond-de-commerce&id=111:accueil-fond-commerce&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=123,185,0,0,0,0.0,1,10,9,0.06293706293706294,3.690260390968384,3.1219280948873624,27,0.14594594594594595,0,2,0,0.005405405405405406,6,1,0,0,0,0,malicious
http://www.gammamac.it/component/virtuemart/index.html?page=shop.browse&keyword=1066,http://gammamac.it/component/virtuemart/index.html?page=shop.browse&keyword=1066,80,0,0,0,0.0,3,32,2,0.06349206349206349,2.5949066182439395,3.9681390622295662,7,0.0875,0,2,0,0.0,4,3,2,1,0,0,malicious
http://www.824555.com/cl/js/jquery-ui-1.8.21.custom.min.js?v=ver17.32,http://824555.com/cl/js/jquery-ui-1.8.21.custom.min.js?v=ver17.32,65,0,0,0,0.0,3,37,1,0.4117647058823529,2.8464393446710154,4.111367136356229,11,0.16923076923076924,0,3,0,0.0,3,3,2,1,0,0,malicious
http://www.familienbund.org/index.php?option=com_content&view=article&id=291:stellungnahme-des-familienbundes-der-katholiken-zum-referentenentwurf-eines-gesetzes-zur-erweiterung-der-grosselternzeit-&c,http://familienbund.org/index.php?option=com_content&view=article&id=291:stellungnahme-des-familienbundes-der-katholiken-zum-referentenentwurf-eines-gesetzes-zur-erweiterung-der-grosselternzeit-&c,196,0,0,0,0.0,1,10,3,0.01818181818181818,3.75,3.1219280948873624,23,0.11734693877551021,0,3,0,0.0,4,1,0,0,0,0,malicious
http://23.254.211.179/bins/Antisocial.spc,http://23.254.211.179/bins/Antisocial.spc,41,0,1,2,0.14285714285714285,2,20,0,0.5238095238095238,2.7884504573082896,3.5464393446710156,4,0.0975609756097561,0,3,0,0.024390243902439025,3,2,1,0,1,888,malicious
http://extratorrent.cc/torrent/4189421/Angels+Navarro+-+Breve+corso+di+ginnastica+per+la+memoria%2C+%5BPdf+-+Ita%5D++%5B+%5D.html,http://extratorrent.cc/torrent/4189421/Angels+Navarro+-+Breve+corso+di+ginnastica+per+la+memoria%2C+%5BPdf+-+Ita%5D++%5B+%5D.html,129,0,0,0,0.0,3,107,0,0.13793103448275862,3.0062389286533895,4.700644768391935,24,0.18604651162790697,0,2,0,0.07751937984496124,8,3,2,1,1,5405,safe
bleepingcomputer.com/forums/topic312711.html,http://bleepingcomputer.com/forums/topic312711.html,51,0,0,0,0.0,2,24,0,0.15789473684210525,3.684183719779189,4.053508854797678,2,0.0392156862745098,0,3,0,0.0,4,2,1,0,0,0,safe
bc.edu/bc_org/avp/cas/fnart/art/claudel.html,http://bc.edu/bc_org/avp/cas/fnart/art/claudel.html,51,0,0,0,0.0,6,38,0,0.0,2.584962500721156,4.033744211143122,3,0.058823529411764705,0,3,0,0.0,2,6,5,4,0,0,safe
historyorb.com/countries/france?p=22,http://historyorb.com/countries/france?p=22,43,0,0,0,0.0,2,17,1,0.06060606060606061,3.3248629576173565,3.4992275471326924,3,0.06976744186046512,0,3,0,0.0,3,2,1,0,0,0,safe
http://1337x.to/torrent/1138656/Marvels-Agents-of-S-H-I-E-L-D-S02E18-REPACK-HDTV-x264-ASAP-ettv/,http://1337x.to/torrent/1138656/Marvels-Agents-of-S-H-I-E-L-D-S02E18-REPACK-HDTV-x264-ASAP-ettv/,96,0,0,0,0.0,4,81,0,0.32142857142857145,2.75,4.7264296708591855,15,0.15625,0,2,0,0.25,6,3,2,1,1,1053,safe
http://hawko.com/php/index.php?option=com_content&view=article&id=79:ask-proxima-catalogue&catid=35:audio-visual-news&Itemid=75,http://hawko.com/php/index.php?option=com_content&view=article&id=79:ask-proxima-catalogue&catid=35:audio-visual-news&Itemid=75,127,0,0,0,0.0,2,14,5,0.061855670103092786,2.94770277922009,2.950212064914747,17,0.13385826771653545,0,3,0,0.007874015748031496,2,2,1,0,1,8200,malicious
www.crn.com/it-channel/18818449,http://crn.com/it-channel/18818449,34,0,0,0,0.0,2,20,0,0.42105263157894735,2.521640636343318,3.684183719779189,2,0.058823529411764705,0,3,0,0.0,5,2,1,0,1,11160,malicious
en.wikipedia.org/wiki/The_Planet_Smashers,http://en.wikipedia.org/wiki/The_Planet_Smashers,48,0,0,1,0.0625,2,25,0,0.0,3.452819531114783,3.973660689688186,4,0.08333333333333333,0,3,0,0.0625,2,2,1,0,1,9016,safe
names.whitepages.com/joanne/gonzin,http://names.whitepages.com/joanne/gonzin,41,0,0,1,0.05,2,14,0,0.0,3.684183719779189,2.950212064914747,2,0.04878048780487805,0,3,0,0.0,3,2,1,0,0,0,safe
greennature.com/clipart.php,http://greennature.com/clipart.php,34,0,0,0,0.0,1,12,0,0.0,3.323231428797621,3.188721875540867,2,0.058823529411764705,0,3,0,0.0,4,1,0,0,1,8752,malicious
motors.shop.ebay.ca-34432432343251.27anr.info/?item=_dmpt1&_mqf=0&_qfkw=1&_fpos=95616&_lsbx=0&_fspt=0&_flso=0&Make=13q&_trksid=p1695235.m724&pid=322q&sid=lk1,http://motors.shop.ebay.ca-34432432343251.27anr.info/?item=_dmpt1&_mqf=0&_qfkw=1&_fpos=95616&_lsbx=0&_fspt=0&_flso=0&Make=13q&_trksid=p1695235.m724&pid=322q&sid=lk1,164,0,0,4,0.08888888888888889,1,1,11,0.5375,4.203538241862184,-0.0,37,0.22560975609756098,1,4,0,0.006097560975609756,4,0,0,0,1,0,safe
goshorterhawks.cstv.com/sports/m-soccer/spec-rel/060209aaa.html,http://goshorterhawks.cstv.com/sports/m-soccer/spec-rel/060209aaa.html,70,0,0,1,0.043478260869565216,4,40,0,0.11538461538461539,3.6753108689123635,4.027567157116929,5,0.07142857142857142,0,3,0,0.0,4,4,3,2,1,9322,safe
http://www.buzzandbiz.com/index.php?option=com_mailto&tmpl=component&link=f52ec7ff32f10c095920698957c3536e996ffe4b,http://buzzandbiz.com/index.php?option=com_mailto&tmpl=component&link=f52ec7ff32f10c095920698957c3536e996ffe4b,110,0,0,0,0.0,1,10,3,0.38571428571428573,3.3248629576173565,3.1219280948873624,9,0.08181818181818182,0,3,0,0.0,6,1,0,0,0,0,malicious
http://www.easy-process.de/nachfolge-unterstuetzung.html,http://easy-process.de/nachfolge-unterstuetzung.html,52,0,0,0,0.0,1,30,0,0.0,3.272905595320056,3.964735178725505,4,0.07692307692307693,0,2,0,0.0,3,1,0,0,1,0,malicious
http://www.slavia.sk/mailto/component?link=aHR0cDovL3d3dy5zbGF2aWEuc2svdGxhY292ZS1zcHJhdnktZW5nL3NsYXZpYS1jYXBpdGFsLXRha2VzLW92ZXItY29udHJvbC1vZi1wYWxtYS10dW15cw==,http://slavia.sk/mailto/component?link=aHR0cDovL3d3dy5zbGF2aWEuc2svdGxhY292ZS1zcHJhdnktZW5nL3NsYXZpYS1jYXBpdGFsLXRha2VzLW92ZXItY29udHJvbC1vZi1wYWxtYS10dW15cw==,159,0,0,0,0.0,2,17,3,0.192,2.725480556997868,3.3371753411230767,5,0.031446540880503145,0,2,0,0.29559748427672955,3,2,1,0,1,8033,malicious
http://pinterest.com/pin/create/button/?url=http://www.greeteasy.com/i-am-lucky-to-have-a-teacher-like-you/&media=http://media.zumvu.com/2014/blog-photos/20140121-4-1390316369-161-1390316327.png,http://pinterest.com/pin/create/button/?url=http://www.greeteasy.com/i-am-lucky-to-have-a-teacher-like-you/&media=http://media.zumvu.com/2014/blog-photos/20140121-4-1390316369-161-1390316327.png,194,1,0,0,0.0,4,19,2,0.3076923076923077,3.3927474104487847,3.3660913291191923,23,0.11855670103092783,0,3,0,0.0,9,3,2,1,1,5776,malicious
mcgill.ca/medicine/,http://mcgill.ca/medicine/,26,0,0,0,0.0,2,10,0,0.0,2.725480556997868,2.721928094887362,1,0.038461538461538464,0,2,0,0.0,3,1,0,0,1,9109,safe
digital.library.mcgill.ca/maclennan/biblio/articles.htm,http://digital.library.mcgill.ca/maclennan/biblio/articles.htm,62,0,0,2,0.08,3,30,0,0.0,3.383465189601647,3.781076011914607,4,0.06451612903225806,0,2,0,0.0,4,3,2,1,1,9109,safe
smsboxinfoserveursillimite.esy.es,http://smsboxinfoserveursillimite.esy.es/,41,0,0,1,0.030303030303030304,1,1,0,0.0,3.677139104850461,-0.0,2,0.04878048780487805,0,2,0,0.0,3,0,0,0,1,0,malicious
http://mayohmedia.com.au/wp-content/themes/Mayoh/index.php,http://mayohmedia.com.au/wp-content/themes/Mayoh/index.php,58,0,0,1,0.058823529411764705,4,34,0,0.0,3.29277019393699,3.9986525468781666,4,0.06896551724137931,0,2,0,0.017241379310344827,2,4,3,2,1,0,malicious
robertruckerartbykaren.com/,http://robertruckerartbykaren.com/,34,0,0,0,0.0,1,1,0,0.0,3.459491160199154,-0.0,1,0.029411764705882353,0,3,0,0.0,2,0,0,0,0,0,safe
antiqueshoppesusa.com/pennsylvaniaantiques.htm,http://antiqueshoppesusa.com/pennsylvaniaantiques.htm,53,0,0,0,0.0,1,25,0,0.0,3.6897037321995474,3.813660689688186,2,0.03773584905660377,0,3,0,0.0,5,1,0,0,1,7188,safe
http://www.imagepluslasvegas.com/las-vegas-plastic-surgery-promotion.php,http://imagepluslasvegas.com/las-vegas-plastic-surgery-promotion.php,68,0,0,0,0.0,1,40,0,0.0,3.558518613048906,4.115311532225102,6,0.08823529411764706,0,3,0,0.0,2,1,0,0,0,0,malicious
http://114.235.222.245:44472/Mozi.m,http://114.235.222.245:44472/Mozi.m,35,0,1,2,0.09523809523809523,1,7,0,1.8888888888888888,2.684017280829845,2.8073549220576037,4,0.11428571428571428,0,9,0,0.02857142857142857,5,1,0,0,1,0,malicious
politicalgraveyard.com/bio/abbra-abzug.html,http://politicalgraveyard.com/bio/abbra-abzug.html,50,0,0,0,0.0,2,21,0,0.0,3.788754913993503,3.6897037321995474,3,0.06,0,3,0,0.0,3,2,1,0,1,9806,safe
myspace.com/sherrysnowdenvandyke,http://myspace.com/sherrysnowdenvandyke,39,0,0,0,0.0,1,21,0,0.0,3.095795255000934,3.558518613048906,1,0.02564102564102564,0,3,0,0.0,3,1,0,0,1,10803,safe
apple-ger.com,http://apple-ger.com/,21,0,0,0,0.0,1,1,0,0.0,3.3927474104487847,-0.0,2,0.09523809523809523,0,3,0,0.0,3,0,0,0,0,0,malicious
vancouversun.com/sports/Cascadia+Vancouver+Whitecaps+Portland+Timbers/5283129/story.html,http://vancouversun.com/sports/Cascadia+Vancouver+Whitecaps+Portland+Timbers/5283129/story.html,95,0,0,0,0.0,4,72,0,0.09333333333333334,3.375,4.690709814442063,6,0.06315789473684211,0,3,0,0.05263157894736842,2,4,3,2,0,0,safe
baseballlibrary.com/ballplayers/player.php?name=Andy_Carey_1931,http://baseballlibrary.com/ballplayers/player.php?name=Andy_Carey_1931,70,0,0,0,0.0,2,23,1,0.07272727272727272,3.391892644680932,3.2733494559629492,6,0.08571428571428572,0,3,0,0.02857142857142857,4,2,1,0,1,3444,safe
record-eurasia.com/Eng/listavante.html,http://record-eurasia.com/Eng/listavante.html,45,0,0,0,0.0,2,20,0,0.0,3.4613201402110083,3.684183719779189,3,0.06666666666666667,0,3,0,0.022222222222222223,2,2,1,0,1,9342,safe
peterseidelbooks.com,http://peterseidelbooks.com/,28,0,0,0,0.0,1,1,0,0.0,3.584183719779189,-0.0,1,0.03571428571428571,0,3,0,0.0,3,0,0,0,1,544,malicious
http://23.254.211.179/Anti_Bins/Antisocial.arm,http://23.254.211.179/Anti_Bins/Antisocial.arm,46,0,1,2,0.14285714285714285,2,25,0,0.44,2.7884504573082896,3.733660689688186,5,0.10869565217391304,0,3,0,0.06521739130434782,3,2,1,0,1,888,malicious
http://indianexpress.com/article/lifestyle/health/one-billion-smokers-in-the-world-now-study/,http://indianexpress.com/article/lifestyle/health/one-billion-smokers-in-the-world-now-study/,93,0,0,0,0.0,5,69,0,0.0,3.616874605956222,4.095440539889997,8,0.08602150537634409,0,3,0,0.0,4,4,3,2,1,8523,safe
http://www.elskinderkamerkunst.nl/jongens/category/23-ridders-en-kastelen,http://elskinderkamerkunst.nl/jongens/category/23-ridders-en-kastelen,69,0,0,0,0.0,3,40,0,0.03508771929824561,3.5383105956150063,4.008694969562843,4,0.057971014492753624,0,2,0,0.0,3,3,2,1,1,0,malicious
http://www.elskinderkamerkunst.nl/jongens/category/23-ridders-en-kastelen,http://elskinderkamerkunst.nl/jongens/category/23-ridders-en-kastelen,69,0,0,0,0.0,3,40,0,0.03508771929824561,3.5383105956150063,4.008694969562843,4,0.057971014492753624,0,2,0,0.0,3,3,2,1,1,0,malicious
http://www.teknosima.it/index.php?option=com_contact&view=contact&catid=6:contatti&id=1-balloriani&fontstyle=f-larger,http://teknosima.it/index.php?option=com_contact&view=contact&catid=6:contatti&id=1-balloriani&fontstyle=f-larger,113,0,0,0,0.0,1,10,5,0.02197802197802198,3.2516291673878226,3.1219280948873624,15,0.13274336283185842,0,2,0,0.0,4,1,0,0,1,0,malicious
http://stackoverflow.com/questions/483193/how-can-i-list-all-foreign-keys-referencing-a-given-table-in-sql-server,http://stackoverflow.com/questions/483193/how-can-i-list-all-foreign-keys-referencing-a-given-table-in-sql-server,113,0,0,0,0.0,3,89,0,0.06896551724137931,3.6901165175936645,4.26925509214203,14,0.12389380530973451,0,3,0,0.0,3,3,2,1,1,7938,safe
imxauto.com/,http://imxauto.com/,19,0,0,0,0.0,1,1,0,0.0,3.095795255000934,-0.0,1,0.05263157894736842,0,3,0,0.0,2,0,0,0,1,5411,safe
https://mitsui-jyuku.mixh.jp/uploads/2970nH6.exe,https://mitsui-jyuku.mixh.jp/uploads/2970nH6.exe,48,0,0,1,0.05,2,20,0,0.14705882352941177,3.5464393446710156,4.1219280948873624,4,0.08333333333333333,0,2,0,0.020833333333333332,2,2,1,0,1,2611,malicious
http://metro.co.uk/2014/09/13/fireworks-up-backsides-and-wine-bottles-in-bad-places-on-big-brother-10-of-the-most-shocking-reality-tv-moments-ever-4868057/,http://metro.co.uk/2014/09/13/fireworks-up-backsides-and-wine-bottles-in-bad-places-on-big-brother-10-of-the-most-shocking-reality-tv-moments-ever-4868057/,155,0,0,1,0.09090909090909091,5,137,0,0.1588785046728972,3.095795255000934,4.593823454603767,23,0.14838709677419354,0,2,0,0.0,3,4,3,2,1,10642,safe
4shared.com/audio/fw4E8ZT2/Sylvester_Levay-_Airwolf_-_Mai.html,http://4shared.com/audio/fw4E8ZT2/Sylvester_Levay-_Airwolf_-_Mai.html,69,0,0,0,0.0,3,51,0,0.0784313725490196,3.4594316186372973,4.735671665288802,8,0.11594202898550725,0,3,0,0.10144927536231885,2,3,2,1,1,7557,safe
https://mitsui-jyuku.mixh.jp/uploads/221q2w3ez1x2c3.exe,https://mitsui-jyuku.mixh.jp/uploads/221q2w3ez1x2c3.exe,55,0,0,1,0.05,2,27,0,0.21052631578947367,3.5464393446710156,3.986187965046303,4,0.07272727272727272,0,2,0,0.0,3,2,1,0,1,2611,malicious
http://www.barn.co.nz/abel-tasman-accommodation-special-deals,http://barn.co.nz/abel-tasman-accommodation-special-deals,57,0,0,1,0.1,1,40,0,0.0,2.9219280948873623,3.7174078582027614,6,0.10526315789473684,0,2,0,0.0,4,1,0,0,1,0,malicious
tools.ietf.org/html/rfc470,http://tools.ietf.org/html/rfc470,33,0,0,1,0.07142857142857142,2,12,0,0.13043478260869565,3.1820058147602133,3.4182958340544896,2,0.06060606060606061,0,3,0,0.0,3,2,1,0,1,11151,malicious
http://www.hafenrocker.de/die-band.html,http://hafenrocker.de/die-band.html,35,0,0,0,0.0,1,14,0,0.0,3.3248629576173565,3.6644977792004614,3,0.08571428571428572,0,2,0,0.0,2,1,0,0,1,0,malicious
saltamontesclothing.com/,http://saltamontesclothing.com/,31,0,0,0,0.0,1,1,0,0.0,3.588354347173233,-0.0,1,0.03225806451612903,0,3,0,0.0,2,0,0,0,0,0,safe
http://5.182.211.241/razor/r4z0r.m68k,http://5.182.211.241/razor/r4z0r.m68k,37,0,1,2,0.15384615384615385,2,17,0,1.0,2.353533948577482,3.381580488309163,4,0.10810810810810811,0,3,0,0.0,3,2,1,0,1,0,malicious
"Ü×éÌÉuTEq<¸«ÏnÓuÏBJIªWÙn""Çh4	+Qj""ä*´Jñ.	T|JöäÆ°!nqÄ­Þÿ2áº»sròNúZbÜ¤ÒySÕQµ","http://ü×éìéuteq<¸«ïnóuïbjiªwùn""çh4+qj""ä*´jñ.t|jöäæ°!nqä­þÿ2áº»srònúzbü¤òysõqµ/",105,0,0,0,0.0,1,1,0,0.03508771929824561,6.035429465876164,-0.0,4,0.0380952380952381,0,48,0,0.0,2,0,0,0,0,0,malicious
z-celebs.com/c/carla_bruni_203/00.html,http://z-celebs.com/c/carla_bruni_203/00.html,45,0,0,0,0.0,3,26,0,0.1724137931034483,3.2516291673878226,3.95006375643621,5,0.1111111111111111,0,3,0,0.0,3,3,2,1,1,7076,safe
tools.ietf.org/html/rfc2927,http://tools.ietf.org/html/rfc2927,34,0,0,1,0.07142857142857142,2,13,0,0.17391304347826086,3.1820058147602133,3.3927474104487847,2,0.058823529411764705,0,3,0,0.0,3,2,1,0,1,11151,malicious
calameo.com/books/0007627951f7397285009,http://calameo.com/books/0007627951f7397285009,46,0,0,0,0.0,2,28,0,1.0,2.7321588913645702,3.6514789228933084,1,0.021739130434782608,0,3,0,0.0,5,2,1,0,1,6659,safe
login.fidelity.com.ftgw.fas.fidelity.rtlcust.login.init.authredoltx.fidelity.com.ftgwfbc.ofsummary.defaultpage.acmeses.com,http://login.fidelity.com.ftgw.fas.fidelity.rtlcust.login.init.authredoltx.fidelity.com.ftgwfbc.ofsummary.defaultpage.acmeses.com/,130,0,0,15,0.12295081967213115,1,1,0,0.0,4.141213897711361,-0.0,16,0.12307692307692308,0,3,1,0.0,3,0,0,0,1,411,malicious
liveauctioneers.com/item/8855261,http://liveauctioneers.com/item/8855261,39,0,0,0,0.0,2,13,0,0.2692307692307692,3.6818808028034025,3.238901256602631,1,0.02564102564102564,0,3,0,0.0,5,2,1,0,1,8425,safe
http://www.banane.cz/index2.php?option=com_virtuemart&page=shop.browse&only_page=1&pop=1&tmpl=component&,http://banane.cz/index2.php?option=com_virtuemart&page=shop.browse&only_page=1&pop=1&tmpl=component&,100,0,0,0,0.0,1,11,5,0.03896103896103896,2.725480556997868,3.2776134368191157,16,0.16,0,2,0,0.0,2,1,0,0,0,0,malicious
